SEQENCE ID                     TM SP PREDICTION
Q9KVW6                          6  0 o15-32i53-71o83-101i113-130o150-169i181-199o
Q9KVW7                          0  0 o
Q9KVW8                          0  0 o
Q9KVX4                          0  0 o
Q9KVY1                          0  0 i
Q9KVY2                          0  0 o
Q9KVY3                          0  0 o
Q9KVY6                          0  0 o
Q9X4G9                          3  0 i172-195o226-244i380-400o
Q9X4Q9                          0  0 o
Q9ZHV9                          1  0 i20-38o
B1B1N2                          0  Y n15-26c31/32o
H9L4N7                          9  0 o21-42i63-90o96-117i138-157o204-228i249-266o286-305i312-340o360-380i
H9L4N8                          2  0 o12-29i41-59o
H9L4P0                          9  Y n8-19c27/28o51-70i77-94o114-131i138-161o167-200i212-229o324-342i354-370o376-394i
H9L4P1                          1  0 o12-32i
H9L4P2                          7  Y n7-20c38/39o48-66i78-97o103-120i132-151o157-176i188-210o230-248i
H9L4P3                          1  0 i21-40o
H9L4P4                          3  0 o28-51i63-82o111-133i
H9L4P5                          1  0 i26-47o
H9L4P7                          0  0 o
H9L4P8                          0  0 o
H9L4P9                          0  0 o
H9L4Q0                          9  0 i35-60o90-108i120-138o144-163i175-198o218-235i264-290o302-323i335-352o
H9L4Q1                          0  0 o
H9L4Q2                          0  0 o
H9L4Q3                          0  0 o
H9L4Q4                          0  0 o
H9L4Q5                          1  0 i12-34o
H9L4Q8                          9  0 o24-44i79-96o108-128i135-154o166-187i208-230o250-276i296-318o324-342i
H9L4R0                          4  0 i21-40o52-71i83-109o115-132i
H9L4R1                          0  Y n11-24c33/34o
H9L4R2                          0  Y n4-14c18/19o
H9L4R3                          0  0 i
H9L4R4                          0  0 o
H9L4R5                          0  0 o
H9L4R6                          0  Y n4-15c19/20o
H9L4R9                          0  Y n4-15c21/22o
H9L4S0                          0  Y n6-17c24/25o
H9L4S1                          0  0 o
H9L4S2                          0  0 o
H9L4S4                         11  Y n5-13c19/20o29-51i63-78o98-114i135-153o219-238i259-277o283-300i346-367o379-402i414-441o453-471i
H9L4S5                          0  Y n4-14c18/19o
H9L4S6                          0  Y n10-21c28/29o
H9L4S7                          0  Y n7-14c21/22o
H9L4S8                          0  0 o
H9L4T1                          0  0 i
H9L4T2                          0  Y n5-13c18/19o
H9L4T3                          0  0 o
H9L4T4                          0  0 o
H9L4T5                          0  0 o
H9L4T6                          0  0 o
P0C6D4                          0  0 o
P0C6P8                          0  0 o
P24550                          0  0 o
P38443                          1  Y n4-14c19/20o375-394i
Q7DCR7                          0  0 o
Q7DCS6                          0  0 o
Q9K2H5                          0  0 i
Q9K2I8                          0  0 o
Q9K2J6                          0  0 o
Q9K2K9                          1  0 o65-94i
Q9K2L0                          0  Y n4-11c15/16o
Q9K2L1                          1  0 o6-24i
Q9K2L3                          0  0 o
Q9K2M1                          0  0 o
Q9K2M2                          0  0 o
Q9K2M8                          0  0 o
Q9K2P2                          0  0 o
Q9K2P7                          0  0 o
Q9K2Q6                          0  0 i
Q9K2Q7                          0  0 o
Q9K2R8                          0  0 o
Q9K2S3                          0  0 i
Q9K2Y7                          0  0 o
Q9K315                          0  0 o
Q9K323                          1  Y n16-27c33/34o57-78i
Q9K330                          0  0 o
Q9K344                          0  0 o
Q9K391                          0  0 o
Q9K394                          0  0 o
Q9K3B0                          0  0 o
Q9K3B3                          0  0 o
Q9K3D3                          0  0 o
Q9K3D4                          0  0 o
Q9K3D5                          0  0 o
Q9KKJ2                          0  0 o
Q9KKJ3                          0  0 o
Q9KKJ6                          0  0 i
Q9KKJ7                          0  0 o
Q9KKJ8                          0  Y n18-26c31/32o
Q9KKJ9                          0  0 o
Q9KKK0                          0  0 o
Q9KKK1                          0  0 o
Q9KKK3                          0  0 o
Q9KKK4                          6  0 i17-37o76-102i114-134o140-158i197-222o242-265i
Q9KKK5                          6  0 i12-30o104-125i146-166o178-197i232-258o278-304i
Q9KKK6                          0  Y n17-27c34/35o
Q9KKK7                          0  0 o
Q9KKK8                          0  0 o
Q9KKL0                          0  0 o
Q9KKL1                          0  0 o
Q9KKL2                          0  0 o
Q9KKL6                          0  0 o
Q9KKL7                          0  0 o
Q9KKL8                          0  0 o
Q9KKM0                          0  0 o
Q9KKM1                          2  0 i7-25o148-171i
Q9KKM2                          0  Y n4-14c19/20o
Q9KKM5                          0  0 o
Q9KKM6                          0  Y n7-18c23/24o
Q9KKM7                          0  0 i
Q9KKM8                          0  Y n19-30c35/36o
Q9KKM9                          0  0 o
Q9KKN0                          0  0 o
Q9KKN2                          0  0 o
Q9KKN4                          0  0 o
Q9KKN6                          0  0 o
Q9KKN8                          0  0 o
Q9KKP1                          0  0 i
Q9KKP4                          0  0 o
Q9KKP5                          0  Y n4-14c19/20o
Q9KKP6                          2  0 i7-28o416-438i
Q9KKP7                          0  0 o
Q9KKP8                          0  Y n3-12c17/18o
Q9KKP9                          0  0 o
Q9KKQ0                          7  0 i12-38o44-62i83-116o128-152i164-181o187-207i219-239o
Q9KKQ1                          2  0 i7-34o80-112i
Q9KKQ2                          0  Y n4-9c14/15o
Q9KKQ3                          0  Y n14-25c30/31o
Q9KKQ4                          0  0 o
Q9KKQ5                          0  0 i
Q9KKQ8                          0  0 i
Q9KKQ9                          1  0 o30-49i
Q9KKR0                          0  0 i
Q9KKR1                          0  0 o
Q9KKR3                          0  Y n16-27c31/32o
Q9KKR5                          0  0 o
Q9KKR6                          0  0 o
Q9KKR7                          2  0 i12-33o315-336i
Q9KKR9                          0  Y n8-16c20/21o
Q9KKS0                          0  0 o
Q9KKS1                          0  0 o
Q9KKS3                          0  Y n5-16c21/22o
Q9KKS4                          1  0 o6-27i
Q9KKS6                          0  0 o
Q9KKS7                          0  0 o
Q9KKS8                          0  0 o
Q9KKS9                          0  0 o
Q9KKT0                          0  0 o
Q9KKT1                          4  0 i21-41o61-81i88-106o118-139i
Q9KKT4                          0  Y n8-18c23/24o
Q9KKT6                          0  0 o
Q9KKT7                          4  0 i12-30o81-101i165-188o200-222i
Q9KKT8                          5  0 o22-41i48-66o72-92i99-120o132-154i
Q9KKT9                          0  0 i
Q9KKU1                          0  Y n3-14c19/20o
Q9KKU2                          0  Y n4-15c21/22o
Q9KKU3                          0  0 o
Q9KKU4                          0  0 i
Q9KKU5                          0  0 o
Q9KKU6                          0  0 o
Q9KKU7                          2  Y n4-15c21/22o37-56i68-99o
Q9KKU8                          6  0 o17-38i59-89o109-127i139-165o171-189i201-229o
Q9KKU9                          0  0 o
Q9KKV0                          6  0 o6-27i39-60o66-85i126-144o150-176i188-206o
Q9KKV1                          0  0 o
Q9KKV2                          0  0 o
Q9KKV3                          3  0 i12-28o34-55i219-240o
Q9KKV4                          6  0 i39-63o83-105i162-178o184-203i264-283o289-309i
Q9KKV5                          0  0 o
Q9KKV6                          0  0 o
Q9KKV7                          0  0 o
Q9KKV8                          0  0 o
Q9KKV9                          0  0 o
Q9KKW0                          0  0 o
Q9KKW1                         12  0 i21-44o56-78i90-113o133-153i165-185o191-212i253-271o277-298i310-331o351-373i380-404o410-429i
Q9KKW2                          2  0 i149-167o173-190i
Q9KKW5                          0  0 o
Q9KKW8                          0  0 o
Q9KKW9                          0  Y n9-20c24/25o
Q9KKX0                          2  0 i7-27o167-187i
Q9KKX1                          0  0 o
Q9KKX2                          0  Y n5-16c20/21o
Q9KKX3                          0  0 o
Q9KKX4                          0  0 o
Q9KKX6                          2  0 o29-50i207-230o
Q9KKX7                          1  0 i38-55o
Q9KKX8                         12  0 i35-63o75-95i102-118o124-141i167-185o191-209i240-258o278-297i309-326o332-354i366-385o397-416i
Q9KKX9                          1  0 o6-28i
Q9KKY2                          0  Y n7-17c22/23o
Q9KKY3                          0  0 o
Q9KKY4                          1  0 i79-97o
Q9KKY5                          5  0 i27-48o54-73i85-104o124-146i158-178o
Q9KKY6                          0  Y n10-17c25/26o
Q9KKY7                          9  Y n5-16c21/22o31-53i65-86o92-109i118-137o149-170i182-202o214-238i250-269o275-294i
Q9KKY8                          0  Y n7-18c26/27o
Q9KKY9                          0  0 o
Q9KKZ0                          2  0 o12-32i267-287o
Q9KKZ1                          0  0 o
Q9KKZ2                          0  0 o
Q9KKZ3                          0  0 o
Q9KKZ5                          0  0 o
Q9KKZ6                          0  0 o
Q9KKZ9                          0  0 o
Q9KL00                          1  0 o6-24i
Q9KL01                          0  0 o
Q9KL02                          0  0 o
Q9KL08                          0  0 o
Q9KL09                          0  0 o
Q9KL10                          0  0 o
Q9KL12                          0  0 i
Q9KL14                          0  0 o
Q9KL15                          0  0 o
Q9KL17                          0  0 o
Q9KL19                          5  0 o101-130i187-204o210-232i269-296o316-336i
Q9KL21                          0  Y n3-10c18/19o
Q9KL22                          3  0 o27-46i53-71o83-102i
Q9KL23                          7  0 o20-43i50-68o74-94i106-126o132-149i170-191o197-222i
Q9KL25                          0  0 o
Q9KL27                          0  0 o
Q9KL28                          0  0 o
Q9KL29                          0  Y n5-16c21/22o
Q9KL30                          0  0 o
Q9KL31                          0  0 o
Q9KL32                          0  0 o
Q9KL33                          0  0 o
Q9KL35                          8  Y n7-20c38/39o62-82i94-114o126-144i156-176o196-218i250-277o289-308i315-336o
Q9KL36                          0  Y n3-14c21/22o
Q9KL39                          0  0 o
Q9KL42                          1  Y n9-20c27/28o225-246i
Q9KL43                          0  0 o
Q9KL44                         12  Y n3-13c17/18o27-43i55-76o96-121i133-154o174-196i233-253o265-284i304-326o332-354i361-381o387-412i432-449o
Q9KL45                          0  0 o
Q9KL46                          0  Y n7-14c18/19o
Q9KL47                          0  0 o
Q9KL48                          0  Y n24-32c37/38o
Q9KL49                          0  0 o
Q9KL53                          2  0 i29-52o359-377i
Q9KL55                          0  Y n47-55c60/61o
Q9KL56                          0  Y n31-42c47/48o
Q9KL57                          5  0 o25-49i154-175o205-226i384-406o426-454i
Q9KL58                          0  0 o
Q9KL59                          0  Y n6-17c29/30o
Q9KL60                          0  0 o
Q9KL63                          1  0 i203-228o
Q9KL64                          2  0 i193-216o222-246i
Q9KL65                          0  0 o
Q9KL66                          0  0 o
Q9KL67                          1  0 o6-27i
