# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9KP77	OTHER	0.004809	0.995191	
Q9KP79	SP(Sec/SPI)	0.998029	0.001971	CS pos: 18-19. VYA-AP. Pr: 0.9593
Q9KP84	OTHER	0.000703	0.999297	
Q9KP86	OTHER	0.003344	0.996656	
Q9KP87	OTHER	0.010500	0.989500	
Q9KP88	OTHER	0.000741	0.999259	
Q9KP89	OTHER	0.001060	0.998940	
Q9KP96	OTHER	0.026335	0.973665	
Q9KP97	OTHER	0.003364	0.996636	
Q9KP98	OTHER	0.005722	0.994278	
Q9KPA0	OTHER	0.000218	0.999782	
Q9KPA3	OTHER	0.017133	0.982867	
Q9KPA5	OTHER	0.001326	0.998674	
Q9KPA6	OTHER	0.000578	0.999422	
Q9KPA8	SP(Sec/SPI)	0.997039	0.002961	CS pos: 21-22. AFA-EE. Pr: 0.8318
Q9KPA9	OTHER	0.017035	0.982965	
Q9KPB7	OTHER	0.257640	0.742360	
Q9KPB8	SP(Sec/SPI)	0.998355	0.001645	CS pos: 19-20. ASA-EL. Pr: 0.5964
Q9KPB9	OTHER	0.008580	0.991420	
Q9KPC3	OTHER	0.035382	0.964618	
Q9KPC7	OTHER	0.001665	0.998335	
Q9KPC8	OTHER	0.004529	0.995471	
Q9KPD0	OTHER	0.007487	0.992513	
Q9KPD1	OTHER	0.001933	0.998067	
Q9KPD2	OTHER	0.000304	0.999696	
Q9KPD6	OTHER	0.000926	0.999074	
Q9KPD8	OTHER	0.016590	0.983410	
Q9KPE4	OTHER	0.007278	0.992722	
Q9KPF3	OTHER	0.000346	0.999654	
Q9KPF7	OTHER	0.007086	0.992914	
Q9KPF8	OTHER	0.023757	0.976243	
Q9KPH3	OTHER	0.000574	0.999426	
Q9KPH5	OTHER	0.007421	0.992579	
Q9KPI0	OTHER	0.194808	0.805192	
Q9KPI1	OTHER	0.000588	0.999412	
Q9KPI2	OTHER	0.000712	0.999288	
Q9KPI3	OTHER	0.001423	0.998577	
Q9KPI7	OTHER	0.316087	0.683913	
Q9KPI9	SP(Sec/SPI)	0.963042	0.036958	CS pos: 23-24. VDS-MP. Pr: 0.4427
Q9KPJ2	OTHER	0.064964	0.935036	
Q9KPJ3	OTHER	0.001312	0.998688	
Q9KPJ5	SP(Sec/SPI)	0.521083	0.478917	CS pos: 22-23. REG-LK. Pr: 0.1443
Q9KPJ6	OTHER	0.001218	0.998782	
Q9KPK0	OTHER	0.022372	0.977628	
Q9KPK2	SP(Sec/SPI)	0.975110	0.024890	CS pos: 26-27. AGA-EL. Pr: 0.8268
Q9KPK9	OTHER	0.003924	0.996076	
Q9KPL0	OTHER	0.000549	0.999451	
Q9KPL1	OTHER	0.000700	0.999300	
Q9KPL2	OTHER	0.003844	0.996156	
Q9KPL3	OTHER	0.022405	0.977595	
Q9KPL4	OTHER	0.001173	0.998827	
Q9KPL6	OTHER	0.016740	0.983260	
Q9KPM1	OTHER	0.001415	0.998585	
Q9KPM3	OTHER	0.000793	0.999207	
Q9KPM6	OTHER	0.000489	0.999511	
Q9KPM7	OTHER	0.000495	0.999505	
Q9KPM8	OTHER	0.442895	0.557105	
Q9KPM9	OTHER	0.001085	0.998915	
Q9KPN0	OTHER	0.000792	0.999208	
Q9KPN1	OTHER	0.008676	0.991324	
Q9KPN3	OTHER	0.000888	0.999112	
Q9KPN4	OTHER	0.000739	0.999261	
Q9KPN5	OTHER	0.106254	0.893746	
Q9KPN6	OTHER	0.006523	0.993477	
Q9KPN8	OTHER	0.358250	0.641750	
Q9KPN9	OTHER	0.006677	0.993323	
Q9KPP0	OTHER	0.000412	0.999588	
Q9KPP1	OTHER	0.006668	0.993332	
Q9KPP2	OTHER	0.000878	0.999122	
Q9KPP3	OTHER	0.008638	0.991362	
Q9KPP5	OTHER	0.007669	0.992331	
Q9KPP8	OTHER	0.013501	0.986499	
Q9KPP9	OTHER	0.002348	0.997652	
Q9KPQ1	OTHER	0.008716	0.991284	
Q9KPQ2	OTHER	0.016648	0.983352	
Q9KPQ3	OTHER	0.003244	0.996756	
Q9KPQ6	OTHER	0.000902	0.999098	
Q9KPQ8	OTHER	0.001165	0.998835	
Q9KPR0	OTHER	0.022961	0.977039	
Q9KPR1	SP(Sec/SPI)	0.760363	0.239637	CS pos: 50-51. VLA-AD. Pr: 0.6892
Q9KPR2	OTHER	0.005032	0.994968	
Q9KPR3	OTHER	0.002851	0.997149	
Q9KPR4	OTHER	0.001410	0.998590	
Q9KPR5	OTHER	0.014981	0.985019	
Q9KPR6	OTHER	0.023248	0.976752	
Q9KPR8	OTHER	0.442792	0.557208	
Q9KPS4	SP(Sec/SPI)	0.719505	0.280495	CS pos: 19-20. AMA-VG. Pr: 0.3654
Q9KPS6	SP(Sec/SPI)	0.952156	0.047844	CS pos: 27-28. TWA-AQ. Pr: 0.7725
Q9KPS8	OTHER	0.005585	0.994415	
Q9KPS9	OTHER	0.004857	0.995143	
Q9KPT0	OTHER	0.001166	0.998834	
Q9KPT2	OTHER	0.001818	0.998182	
Q9KPT4	OTHER	0.000820	0.999180	
Q9KPU8	OTHER	0.000800	0.999200	
Q9KPU9	OTHER	0.056813	0.943187	
Q9KPW9	OTHER	0.006989	0.993011	
Q9KPX1	SP(Sec/SPI)	0.974980	0.025020	CS pos: 25-26. ALA-GD. Pr: 0.6650
Q9KPX3	OTHER	0.000600	0.999400	
Q9KPX4	SP(Sec/SPI)	0.648522	0.351478	CS pos: 25-26. IFT-IP. Pr: 0.1759
Q9KPX7	OTHER	0.001612	0.998388	
Q9KPY0	SP(Sec/SPI)	0.989583	0.010417	CS pos: 19-20. SLA-AQ. Pr: 0.6871
Q9KPY3	OTHER	0.001880	0.998120	
Q9KPY4	OTHER	0.046115	0.953885	
Q9KPZ0	OTHER	0.000260	0.999740	
Q9KPZ1	OTHER	0.003218	0.996782	
Q9KPZ2	SP(Sec/SPI)	0.931236	0.068764	CS pos: 29-30. LHA-EP. Pr: 0.8918
Q9KPZ3	OTHER	0.072185	0.927815	
Q9KPZ4	OTHER	0.011762	0.988238	
Q9KPZ6	SP(Sec/SPI)	0.998718	0.001282	CS pos: 24-25. ALA-TQ. Pr: 0.9028
Q9KPZ9	SP(Sec/SPI)	0.996512	0.003488	CS pos: 23-24. AHA-AW. Pr: 0.9840
Q9KQ00	SP(Sec/SPI)	0.704820	0.295180	CS pos: 30-31. AYA-PI. Pr: 0.3309
Q9KQ01	SP(Sec/SPI)	0.995582	0.004418	CS pos: 18-19. TGC-QP. Pr: 0.4327
Q9KQ02	OTHER	0.000385	0.999615	
Q9KQ05	OTHER	0.000700	0.999300	
Q9KQ08	OTHER	0.006858	0.993142	
Q9KQ09	OTHER	0.000713	0.999287	
Q9KQ11	OTHER	0.007127	0.992873	
Q9KQ16	OTHER	0.001214	0.998786	
Q9KQ17	OTHER	0.000689	0.999311	
Q9KQ18	OTHER	0.001028	0.998972	
Q9KQ19	OTHER	0.494467	0.505533	
Q9KQ27	OTHER	0.003482	0.996518	
Q9KQ28	OTHER	0.000382	0.999618	
Q9KQ31	OTHER	0.024398	0.975602	
Q9KQ32	OTHER	0.000516	0.999484	
Q9KQ33	OTHER	0.088266	0.911734	
Q9KQ34	OTHER	0.005038	0.994962	
Q9KQ35	OTHER	0.009905	0.990095	
Q9KQ36	SP(Sec/SPI)	0.984412	0.015588	CS pos: 18-19. AFA-LT. Pr: 0.8724
Q9KQ37	OTHER	0.005699	0.994301	
Q9KQ39	OTHER	0.000255	0.999745	
Q9KQ41	OTHER	0.008785	0.991215	
Q9KQ42	OTHER	0.000826	0.999174	
Q9KQ45	OTHER	0.002784	0.997216	
Q9KQ46	OTHER	0.008418	0.991582	
Q9KQ49	OTHER	0.046188	0.953812	
Q9KQ50	OTHER	0.145057	0.854943	
Q9KQ51	OTHER	0.000463	0.999537	
Q9KQ53	OTHER	0.007291	0.992709	
Q9KQ54	OTHER	0.001439	0.998561	
Q9KQ55	OTHER	0.016777	0.983223	
Q9KQ56	OTHER	0.353687	0.646313	
Q9KQ57	OTHER	0.000346	0.999654	
Q9KQ58	OTHER	0.011454	0.988546	
Q9KQ59	OTHER	0.004693	0.995307	
Q9KQ64	OTHER	0.000410	0.999590	
Q9KQ66	OTHER	0.001228	0.998772	
Q9KQ72	OTHER	0.004366	0.995634	
Q9KQ73	OTHER	0.001218	0.998782	
Q9KQ84	OTHER	0.003264	0.996736	
Q9KQ86	OTHER	0.366718	0.633282	
Q9KQ87	OTHER	0.031411	0.968589	
Q9KQ88	OTHER	0.000643	0.999357	
Q9KQ89	OTHER	0.000631	0.999369	
Q9KQ90	OTHER	0.014674	0.985326	
Q9KQ95	OTHER	0.004572	0.995428	
Q9KQ96	OTHER	0.000956	0.999044	
Q9KQ97	OTHER	0.000364	0.999636	
Q9KQ98	OTHER	0.001569	0.998431	
Q9KQ99	OTHER	0.000751	0.999249	
Q9KQA0	OTHER	0.001047	0.998953	
Q9KQA2	OTHER	0.002874	0.997126	
Q9KQA3	OTHER	0.000849	0.999151	
Q9KQA6	OTHER	0.001212	0.998788	
Q9KQC0	SP(Sec/SPI)	0.645465	0.354535	CS pos: 28-29. VLA-LD. Pr: 0.5865
Q9KQC1	OTHER	0.025234	0.974766	
Q9KQC2	OTHER	0.001564	0.998436	
Q9KQC4	OTHER	0.001398	0.998602	
Q9KQC5	OTHER	0.000681	0.999319	
Q9KQC7	OTHER	0.000777	0.999223	
Q9KQC9	OTHER	0.024748	0.975252	
Q9KQD0	OTHER	0.001577	0.998423	
Q9KQD3	OTHER	0.001844	0.998156	
Q9KQD9	OTHER	0.008752	0.991248	
Q9KQE0	OTHER	0.000439	0.999561	
Q9KQE1	OTHER	0.000811	0.999189	
Q9KQE2	OTHER	0.003889	0.996111	
Q9KQF0	SP(Sec/SPI)	0.989732	0.010268	CS pos: 26-27. CSS-AP. Pr: 0.8166
Q9KQF1	OTHER	0.165715	0.834285	
Q9KQF2	OTHER	0.002241	0.997759	
Q9KQF6	OTHER	0.000885	0.999115	
Q9KQF7	OTHER	0.001426	0.998574	
Q9KQF8	OTHER	0.000831	0.999169	
Q9KQF9	OTHER	0.001310	0.998690	
Q9KQG0	OTHER	0.008745	0.991255	
Q9KQG1	OTHER	0.034003	0.965997	
Q9KQG3	OTHER	0.271887	0.728113	
Q9KQG4	OTHER	0.002584	0.997416	
Q9KQG6	SP(Sec/SPI)	0.509113	0.490887	CS pos: 19-20. RNA-FQ. Pr: 0.1714
Q9KQG7	OTHER	0.008325	0.991675	
Q9KQG9	OTHER	0.001647	0.998353	
Q9KQH2	OTHER	0.000523	0.999477	
Q9KQI4	OTHER	0.000679	0.999321	
Q9KQI6	OTHER	0.001216	0.998784	
Q9KQI7	SP(Sec/SPI)	0.985214	0.014786	CS pos: 22-23. SAA-EW. Pr: 0.7495
Q9KQI8	OTHER	0.005918	0.994082	
Q9KQI9	OTHER	0.002553	0.997447	
Q9KQJ1	OTHER	0.000678	0.999322	
Q9KQJ2	OTHER	0.000730	0.999270	
Q9KQJ3	OTHER	0.001123	0.998877	
Q9KQJ4	SP(Sec/SPI)	0.638139	0.361861	CS pos: 37-38. CSA-TP. Pr: 0.5302
Q9KQJ5	OTHER	0.012131	0.987869	
Q9KQJ6	SP(Sec/SPI)	0.996905	0.003095	CS pos: 22-23. AYA-QG. Pr: 0.9406
Q9KQJ9	OTHER	0.000988	0.999012	
Q9KQK1	SP(Sec/SPI)	0.993008	0.006992	CS pos: 19-20. SGC-FE. Pr: 0.5858
Q9KQK2	OTHER	0.000975	0.999025	
Q9KQK4	OTHER	0.004314	0.995686	
Q9KQK5	OTHER	0.001800	0.998200	
Q9KQK7	OTHER	0.003617	0.996383	
Q9KQK9	OTHER	0.002672	0.997328	
Q9KQL0	OTHER	0.000700	0.999300	
Q9KQL1	SP(Sec/SPI)	0.587895	0.412105	CS pos: 39-40. CAS-LP. Pr: 0.2976
Q9KQL2	OTHER	0.001898	0.998102	
Q9KQL5	OTHER	0.000279	0.999721	
Q9KQL6	OTHER	0.026469	0.973531	
Q9KQL7	OTHER	0.001155	0.998845	
Q9KQL8	OTHER	0.001629	0.998371	
Q9KQL9	OTHER	0.000455	0.999545	
Q9KQM8	OTHER	0.038463	0.961537	
Q9KQM9	OTHER	0.016260	0.983740	
Q9KQN0	OTHER	0.000896	0.999104	
Q9KQN1	OTHER	0.001363	0.998637	
Q9KQN2	OTHER	0.004945	0.995055	
Q9KQN3	OTHER	0.000646	0.999354	
Q9KQN4	SP(Sec/SPI)	0.997422	0.002578	CS pos: 23-24. AEA-KK. Pr: 0.9332
Q9KQN5	OTHER	0.002047	0.997953	
Q9KQN6	SP(Sec/SPI)	0.989237	0.010763	CS pos: 19-20. VGC-DN. Pr: 0.7150
Q9KQP0	OTHER	0.004580	0.995420	
Q9KQP1	OTHER	0.000822	0.999178	
Q9KQP2	SP(Sec/SPI)	0.998181	0.001819	CS pos: 19-20. VLA-NE. Pr: 0.9756
Q9KQP3	OTHER	0.311119	0.688881	
Q9KQP4	OTHER	0.050452	0.949548	
Q9KQP9	OTHER	0.008042	0.991958	
Q9KQQ0	OTHER	0.065541	0.934459	
Q9KQQ1	OTHER	0.000354	0.999646	
Q9KQQ2	OTHER	0.008634	0.991366	
Q9KQQ3	OTHER	0.006294	0.993706	
Q9KQQ4	OTHER	0.000544	0.999456	
Q9KQQ5	OTHER	0.009039	0.990961	
Q9KQQ7	OTHER	0.045936	0.954064	
Q9KQQ9	OTHER	0.061904	0.938096	
Q9KQR0	OTHER	0.001610	0.998390	
Q9KQR1	OTHER	0.237561	0.762439	
Q9KQR3	OTHER	0.005079	0.994921	
Q9KQR4	OTHER	0.003130	0.996870	
Q9KQR5	SP(Sec/SPI)	0.996919	0.003081	CS pos: 21-22. LFA-QE. Pr: 0.9369
Q9KQR6	OTHER	0.040969	0.959031	
Q9KQR8	OTHER	0.006289	0.993711	
Q9KQS4	OTHER	0.000266	0.999734	
Q9KQT1	SP(Sec/SPI)	0.993862	0.006138	CS pos: 25-26. ANA-EE. Pr: 0.8031
Q9KQT8	OTHER	0.000307	0.999693	
Q9KQT9	OTHER	0.003115	0.996885	
Q9KQU0	OTHER	0.001846	0.998154	
Q9KQU1	OTHER	0.001034	0.998966	
Q9KQU2	OTHER	0.004844	0.995156	
Q9KQU4	OTHER	0.001259	0.998741	
Q9KQU9	OTHER	0.000420	0.999580	
Q9KQV0	OTHER	0.001355	0.998645	
Q9KQV1	OTHER	0.000403	0.999597	
Q9KQV2	OTHER	0.490847	0.509153	
Q9KQV3	SP(Sec/SPI)	0.998451	0.001549	CS pos: 19-20. CSA-NT. Pr: 0.7889
Q9KQV4	SP(Sec/SPI)	0.978459	0.021541	CS pos: 18-19. GGC-SN. Pr: 0.2892
Q9KQV5	OTHER	0.001367	0.998633	
Q9KQV6	OTHER	0.001648	0.998352	
Q9KQV7	OTHER	0.029850	0.970150	
Q9KQV8	OTHER	0.019527	0.980473	
Q9KQV9	OTHER	0.001092	0.998908	
Q9KQW0	SP(Sec/SPI)	0.965453	0.034547	CS pos: 26-27. AFA-SS. Pr: 0.5106
Q9KQW1	SP(Sec/SPI)	0.894693	0.105307	CS pos: 30-31. SMA-AR. Pr: 0.6512
Q9KQW3	OTHER	0.000781	0.999219	
Q9KQW4	OTHER	0.002291	0.997709	
Q9KQW5	OTHER	0.002257	0.997743	
Q9KQW6	OTHER	0.004187	0.995813	
Q9KQW7	OTHER	0.001238	0.998762	
Q9KQW8	OTHER	0.008667	0.991333	
Q9KQX1	OTHER	0.005337	0.994663	
Q9KQX3	OTHER	0.000935	0.999065	
Q9KQX4	OTHER	0.000671	0.999329	
Q9KQX6	OTHER	0.000599	0.999401	
Q9KQX7	OTHER	0.060451	0.939549	
Q9KQY0	SP(Sec/SPI)	0.739242	0.260758	CS pos: 32-33. AAA-AQ. Pr: 0.3164
Q9KQY2	OTHER	0.000592	0.999408	
Q9KQY3	OTHER	0.000554	0.999446	
Q9KQY4	SP(Sec/SPI)	0.993146	0.006854	CS pos: 23-24. TQA-KE. Pr: 0.8671
Q9KQY5	OTHER	0.001695	0.998305	
Q9KQY8	OTHER	0.140622	0.859378	
Q9KQY9	OTHER	0.000530	0.999470	
Q9KQZ0	OTHER	0.000505	0.999495	
Q9KQZ1	OTHER	0.345581	0.654419	
Q9KQZ3	SP(Sec/SPI)	0.554858	0.445142	CS pos: 43-44. VNA-AE. Pr: 0.5323
Q9KQZ4	SP(Sec/SPI)	0.996451	0.003549	CS pos: 21-22. SLA-DV. Pr: 0.7794
Q9KQZ5	OTHER	0.000452	0.999548	
Q9KQZ6	OTHER	0.001527	0.998473	
Q9KR04	OTHER	0.292418	0.707582	
Q9KR05	SP(Sec/SPI)	0.525878	0.474122	CS pos: 21-22. INA-LW. Pr: 0.3901
Q9KR06	OTHER	0.001777	0.998223	
Q9KR07	OTHER	0.000588	0.999412	
Q9KR10	OTHER	0.143791	0.856209	
Q9KR15	OTHER	0.002216	0.997784	
Q9KR17	OTHER	0.007766	0.992234	
Q9KR18	OTHER	0.008581	0.991419	
Q9KR22	OTHER	0.001057	0.998943	
Q9KR23	OTHER	0.001858	0.998142	
Q9KR27	OTHER	0.000867	0.999133	
Q9KR28	OTHER	0.001951	0.998049	
Q9KR29	OTHER	0.201296	0.798704	
Q9KR30	OTHER	0.003303	0.996697	
Q9KR31	OTHER	0.000814	0.999186	
Q9KR32	OTHER	0.015216	0.984784	
Q9KR34	OTHER	0.005592	0.994408	
Q9KR35	OTHER	0.000842	0.999158	
Q9KR36	OTHER	0.000778	0.999222	
Q9KR37	OTHER	0.000390	0.999610	
Q9KR38	OTHER	0.000349	0.999651	
Q9KR39	OTHER	0.000385	0.999615	
Q9KR40	OTHER	0.000342	0.999658	
Q9KR41	OTHER	0.004040	0.995960	
Q9KR42	OTHER	0.002749	0.997251	
Q9KR43	OTHER	0.001046	0.998954	
Q9KR44	OTHER	0.000984	0.999016	
Q9KR45	OTHER	0.000159	0.999841	
Q9KR46	OTHER	0.000341	0.999659	
Q9KR47	OTHER	0.000678	0.999322	
Q9KR48	OTHER	0.000723	0.999277	
Q9KR49	OTHER	0.002704	0.997296	
Q9KR50	OTHER	0.002412	0.997588	
Q9KR51	OTHER	0.000705	0.999295	
Q9KR52	OTHER	0.000607	0.999393	
Q9KR53	OTHER	0.001023	0.998977	
Q9KR54	OTHER	0.000782	0.999218	
Q9KR55	OTHER	0.000598	0.999402	
Q9KR56	OTHER	0.004846	0.995154	
Q9KR57	OTHER	0.000939	0.999061	
Q9KR58	OTHER	0.000390	0.999610	
Q9KR60	OTHER	0.000904	0.999096	
Q9KR63	OTHER	0.000893	0.999107	
Q9KR67	OTHER	0.003095	0.996905	
Q9KR68	OTHER	0.000880	0.999120	
Q9KR70	OTHER	0.002322	0.997678	
Q9KR71	OTHER	0.004220	0.995780	
Q9KR72	OTHER	0.002582	0.997418	
Q9KR73	OTHER	0.001199	0.998801	
Q9KR75	OTHER	0.081950	0.918050	
Q9KR76	OTHER	0.001126	0.998874	
Q9KR77	OTHER	0.000408	0.999592	
Q9KR78	OTHER	0.001815	0.998185	
Q9KR79	OTHER	0.000268	0.999732	
Q9KR80	OTHER	0.002186	0.997814	
Q9KR81	OTHER	0.000640	0.999360	
Q9KR82	OTHER	0.000393	0.999607	
Q9KR83	OTHER	0.000588	0.999412	
Q9KR84	OTHER	0.000480	0.999520	
Q9KR85	OTHER	0.021897	0.978103	
Q9KR87	SP(Sec/SPI)	0.997790	0.002210	CS pos: 18-19. CGG-TP. Pr: 0.7413
Q9KR88	OTHER	0.005743	0.994257	
Q9KR89	OTHER	0.001211	0.998789	
Q9KR90	OTHER	0.008292	0.991708	
Q9KR92	SP(Sec/SPI)	0.999786	0.000214	CS pos: 20-21. VQA-IP. Pr: 0.9914
Q9KR93	OTHER	0.014130	0.985870	
Q9KR94	SP(Sec/SPI)	0.992460	0.007540	CS pos: 20-21. TWA-SE. Pr: 0.9783
Q9KR95	OTHER	0.007057	0.992943	
Q9KR97	OTHER	0.011973	0.988027	
Q9KR98	SP(Sec/SPI)	0.993438	0.006562	CS pos: 19-20. LHA-AP. Pr: 0.8061
Q9KR99	OTHER	0.001195	0.998805	
Q9KRA0	SP(Sec/SPI)	0.663798	0.336202	CS pos: 25-26. SLA-IF. Pr: 0.3681
Q9KRA1	OTHER	0.002369	0.997631	
Q9KRA8	OTHER	0.007676	0.992324	
Q9KRA9	OTHER	0.098665	0.901335	
Q9KRB1	OTHER	0.002506	0.997494	
Q9KRB3	OTHER	0.007239	0.992761	
Q9KRB4	OTHER	0.002333	0.997667	
Q9KRB7	OTHER	0.000358	0.999642	
Q9KRB8	OTHER	0.022462	0.977538	
Q9KRB9	OTHER	0.101606	0.898394	
Q9KRC0	OTHER	0.000482	0.999518	
Q9KRC4	OTHER	0.000656	0.999344	
Q9KRC9	OTHER	0.000495	0.999505	
Q9KRD0	OTHER	0.016442	0.983558	
Q9KRD2	OTHER	0.001042	0.998958	
Q9KRD4	OTHER	0.017925	0.982075	
Q9KRD5	OTHER	0.003657	0.996343	
Q9KRD7	OTHER	0.014219	0.985781	
Q9KRD9	OTHER	0.009468	0.990532	
Q9KRE0	OTHER	0.001962	0.998038	
Q9KRE3	OTHER	0.000715	0.999285	
Q9KRE4	OTHER	0.001402	0.998598	
Q9KRE5	OTHER	0.493770	0.506230	
Q9KRE6	OTHER	0.000318	0.999682	
Q9KRE8	OTHER	0.000298	0.999702	
Q9KRF1	OTHER	0.008481	0.991519	
Q9KRF2	OTHER	0.000596	0.999404	
Q9KRF3	OTHER	0.004398	0.995602	
Q9KRF4	OTHER	0.166475	0.833525	
Q9KRF6	OTHER	0.004480	0.995520	
Q9KRF7	SP(Sec/SPI)	0.986245	0.013755	CS pos: 20-21. AFG-QE. Pr: 0.9230
Q9KRF8	OTHER	0.000687	0.999313	
Q9KRF9	OTHER	0.000725	0.999275	
Q9KRG0	OTHER	0.000917	0.999083	
Q9KRG1	OTHER	0.225039	0.774961	
Q9KRG3	OTHER	0.003101	0.996899	
Q9KRG4	OTHER	0.000178	0.999822	
Q9KRG5	OTHER	0.015099	0.984901	
Q9KRG6	OTHER	0.001884	0.998116	
Q9KRG7	SP(Sec/SPI)	0.977219	0.022781	CS pos: 19-20. GCG-KE. Pr: 0.5043
Q9KRG8	SP(Sec/SPI)	0.599963	0.400037	CS pos: 29-30. AGC-SE. Pr: 0.1968
Q9KRG9	OTHER	0.002578	0.997422	
Q9KRH3	OTHER	0.010138	0.989862	
Q9KRH4	OTHER	0.000750	0.999250	
Q9KRH5	OTHER	0.002666	0.997334	
Q9KRH6	OTHER	0.002057	0.997943	
Q9KRH7	SP(Sec/SPI)	0.544993	0.455007	CS pos: 22-23. GLA-GV. Pr: 0.4093
Q9KRH8	SP(Sec/SPI)	0.997111	0.002889	CS pos: 19-20. VSA-QS. Pr: 0.8690
Q9KRH9	SP(Sec/SPI)	0.954581	0.045419	CS pos: 22-23. ACA-SN. Pr: 0.3966
Q9KRI0	OTHER	0.002493	0.997507	
Q9KRI1	OTHER	0.000587	0.999413	
Q9KRI2	SP(Sec/SPI)	0.995363	0.004637	CS pos: 20-21. CSA-EN. Pr: 0.9072
Q9KRI3	OTHER	0.000491	0.999509	
Q9KRI4	OTHER	0.003095	0.996905	
Q9KRI5	OTHER	0.203799	0.796201	
Q9KRI7	OTHER	0.013097	0.986903	
Q9KRI9	OTHER	0.000928	0.999072	
Q9KRJ2	OTHER	0.025627	0.974373	
Q9KRJ3	OTHER	0.001284	0.998716	
Q9KRJ4	OTHER	0.001629	0.998371	
Q9KRJ5	OTHER	0.001074	0.998926	
Q9KRJ6	SP(Sec/SPI)	0.607246	0.392754	CS pos: 38-39. CQS-EE. Pr: 0.5130
Q9KRJ7	OTHER	0.004582	0.995418	
Q9KRJ8	OTHER	0.000899	0.999101	
Q9KRJ9	OTHER	0.002532	0.997468	
Q9KRK2	OTHER	0.000704	0.999296	
Q9KRK3	SP(Sec/SPI)	0.993331	0.006669	CS pos: 31-32. THA-DN. Pr: 0.9522
Q9KRK4	OTHER	0.000363	0.999637	
Q9KRK7	OTHER	0.003904	0.996096	
Q9KRK8	OTHER	0.313328	0.686672	
Q9KRK9	OTHER	0.008641	0.991359	
Q9KRL0	OTHER	0.003103	0.996897	
Q9KRL1	OTHER	0.008735	0.991265	
Q9KRL2	OTHER	0.194977	0.805023	
Q9KRL5	SP(Sec/SPI)	0.991435	0.008565	CS pos: 21-22. ALA-NQ. Pr: 0.7952
Q9KRL6	SP(Sec/SPI)	0.616286	0.383714	CS pos: 29-30. VSA-QT. Pr: 0.5748
Q9KRL7	OTHER	0.000640	0.999360	
Q9KRL8	OTHER	0.002640	0.997360	
Q9KRL9	OTHER	0.001409	0.998591	
Q9KRM0	OTHER	0.001054	0.998946	
Q9KRM1	OTHER	0.000460	0.999540	
Q9KRM3	OTHER	0.000389	0.999611	
Q9KRM4	SP(Sec/SPI)	0.982355	0.017645	CS pos: 22-23. TET-AG. Pr: 0.2680
Q9KRM6	OTHER	0.000811	0.999189	
Q9KRM7	OTHER	0.001233	0.998767	
Q9KRM8	OTHER	0.001798	0.998202	
Q9KRM9	OTHER	0.130860	0.869140	
Q9KRN2	OTHER	0.002051	0.997949	
Q9KRN3	SP(Sec/SPI)	0.983663	0.016337	CS pos: 25-26. VQA-QG. Pr: 0.8107
Q9KRN4	OTHER	0.001780	0.998220	
Q9KRN5	SP(Sec/SPI)	0.992390	0.007610	CS pos: 18-19. AFA-NH. Pr: 0.8819
Q9KRN6	OTHER	0.039802	0.960198	
Q9KRN8	OTHER	0.033145	0.966855	
Q9KRN9	OTHER	0.374016	0.625984	
Q9KRP3	OTHER	0.001877	0.998123	
Q9KRP4	OTHER	0.000475	0.999525	
Q9KRP5	OTHER	0.044083	0.955917	
Q9KRP6	OTHER	0.001743	0.998257	
Q9KRP8	OTHER	0.001676	0.998324	
Q9KRP9	OTHER	0.002069	0.997931	
Q9KRQ0	OTHER	0.004043	0.995957	
Q9KRQ2	SP(Sec/SPI)	0.594809	0.405191	CS pos: 35-36. VAA-SE. Pr: 0.2759
Q9KRQ6	OTHER	0.000595	0.999405	
Q9KRQ7	OTHER	0.000874	0.999126	
Q9KRQ8	OTHER	0.000697	0.999303	
Q9KRQ9	OTHER	0.110079	0.889921	
Q9KRR1	OTHER	0.107667	0.892333	
Q9KRR2	OTHER	0.002202	0.997798	
Q9KRR4	OTHER	0.001813	0.998187	
Q9KRR6	OTHER	0.029919	0.970081	
Q9KRR7	OTHER	0.015690	0.984310	
Q9KRR9	OTHER	0.077815	0.922185	
Q9KRS0	OTHER	0.008972	0.991028	
Q9KRS1	SP(Sec/SPI)	0.966052	0.033948	CS pos: 22-23. AFA-LS. Pr: 0.6737
Q9KRS2	OTHER	0.014630	0.985370	
Q9KRS3	OTHER	0.036808	0.963192	
Q9KRS4	OTHER	0.137718	0.862282	
Q9KRS5	OTHER	0.000589	0.999411	
Q9KRS7	OTHER	0.002865	0.997135	
Q9KRS8	OTHER	0.008563	0.991437	
Q9KRS9	OTHER	0.008546	0.991454	
Q9KRT0	OTHER	0.001119	0.998881	
Q9KRT1	OTHER	0.000910	0.999090	
Q9KRT2	OTHER	0.008191	0.991809	
Q9KRT3	OTHER	0.001496	0.998504	
Q9KRT9	OTHER	0.000286	0.999714	
Q9KRU1	SP(Sec/SPI)	0.993162	0.006838	CS pos: 20-21. TYA-AE. Pr: 0.9646
Q9KRU3	SP(Sec/SPI)	0.985175	0.014825	CS pos: 18-19. CEP-RL. Pr: 0.3355
Q9KRU6	OTHER	0.002531	0.997469	
Q9KRU8	OTHER	0.141352	0.858648	
Q9KRU9	OTHER	0.000852	0.999148	
